         255434 function calls (248113 primitive calls) in 0.640 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
       16    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        2    0.000    0.000    0.000    0.000 poolmanager.py:96(_default_key_normalizer)
       12    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        5    0.000    0.000    0.000    0.000 poolmanager.py:200(__init__)
       23    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
      398    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        2    0.000    0.000    0.000    0.000 utils.py:898(default_headers)
        2    0.000    0.000    0.000    0.000 client.py:1013(close)
       15    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        2    0.000    0.000    0.000    0.000 connection.py:133(__init__)
       30    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 models.py:659(__init__)
       98    0.000    0.000    0.000    0.000 constant.py:60(<lambda>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       42    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        1    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
        4    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
      256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        2    0.000    0.000    0.000    0.000 encoder.py:183(encode)
        1    0.000    0.000    0.000    0.000 threading.py:616(set)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        3    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        3    0.000    0.000    0.000    0.000 locale.py:347(_replace_encoding)
       29    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      140    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 events.py:671(__init__)
      271    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        1    0.000    0.000    0.000    0.000 argparse.py:1940(_parse_known_args)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen os>:694(__delitem__)
        2    0.000    0.000    0.000    0.000 url.py:351(_encode_target)
        5    0.000    0.000    0.000    0.000 socket.py:221(__init__)
      271    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        9    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        2    0.000    0.000    0.000    0.000 sessions.py:456(__exit__)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
      140    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       14    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       81    0.000    0.000    0.000    0.000 __init__.py:25(decorator)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       19    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
      2/1    0.000    0.000    0.000    0.000 initial_code.py:216(main)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1851(_split_scope_id)
        2    0.000    0.000    0.000    0.000 models.py:631(prepare_hooks)
       59    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.000    0.000 numeric.py:136(ones)
       19    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 socket.py:596(socketpair)
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x7fd6bbac4ea0}
        5    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
      107    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 sessions.py:796(close)
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
       15    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       16    0.000    0.000    0.000    0.000 utils.py:1043(_validate_header_part)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1276(IPv4Address)
      356    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       53    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       28    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        8    0.000    0.000    0.000    0.000 response.py:699(_error_catcher)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
      148    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
       16    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
       10    0.000    0.000    0.000    0.000 argparse.py:1507(_add_action)
      2/1    0.000    0.000    0.000    0.000 threading.py:973(start)
        2    0.000    0.000    0.000    0.000 core.py:6744(__init__)
        4    0.000    0.000    0.000    0.000 adapters.py:173(init_poolmanager)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:6568(__array_finalize__)
        5    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        1    0.000    0.000    0.000    0.000 models.py:641(Response)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        6    0.000    0.000    0.000    0.000 url.py:100(__new__)
       86    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 contextlib.py:77(__call__)
       46    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:299(__init__)
        5    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        2    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
       81    0.000    0.000    0.000    0.000 __init__.py:14(set_module)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
      2/1    0.000    0.000    0.000    0.000 threading.py:637(wait)
       48    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:351(register)
       10    0.000    0.000    0.000    0.000 argparse.py:605(_format_args)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        5    0.000    0.000    0.000    0.000 retry.py:198(__init__)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
    51/48    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        1    0.000    0.000    0.000    0.000 _collections.py:41(_Sentinel)
       48    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
       37    0.000    0.000    0.000    0.000 argparse.py:1417(register)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        2    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
        2    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        4    0.000    0.000    0.000    0.000 adapters.py:360(close)
        7    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        2    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
       84    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 initial_code.py:71(get_frequencies)
        2    0.000    0.000    0.000    0.000 parse.py:855(quote)
      169    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
      182    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        2    0.000    0.000    0.000    0.000 encoder.py:205(iterencode)
        1    0.000    0.000    0.000    0.000 threading.py:855(_maintain_shutdown_locks)
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1880(IPv6Address)
        2    0.000    0.000    0.000    0.000 client.py:865(__init__)
       17    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        6    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        4    0.000    0.000    0.000    0.000 response.py:599(release_conn)
        2    0.000    0.000    0.000    0.000 utils.py:772(get_proxy)
        1    0.000    0.000    0.000    0.000 initial_code.py:47(__init__)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:71(_DTypeDict)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:2008(set_debug)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        2    0.000    0.000    0.000    0.000 models.py:573(prepare_content_length)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       42    0.000    0.000    0.000    0.000 <frozen zipimport>:299(_get_module_path)
        4    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
       14    0.000    0.000    0.000    0.000 connection.py:354(<genexpr>)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
       39    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
      128    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       10    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
       16    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
      2/1    0.000    0.000    0.000    0.000 threading.py:323(wait)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
       10    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
       12    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        1    0.000    0.000    0.000    0.000 pickle.py:1129(_Unpickler)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 response.py:506(HTTPResponse)
        1    0.000    0.000    0.000    0.000 pathlib.py:292(PurePath)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        2    0.000    0.000    0.000    0.000 {built-in method _socket.getaddrinfo}
        1    0.000    0.000    0.000    0.000 models.py:314(PreparedRequest)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.000    0.000 base_events.py:451(create_task)
       23    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        8    0.000    0.000    0.000    0.000 timeout.py:113(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:441(_construct_lookups)
      168    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        4    0.000    0.000    0.000    0.000 poolmanager.py:268(clear)
       24    0.000    0.000    0.000    0.000 numerictypes.py:514(_scalar_type_key)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 selectors.py:180(get_key)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
        7    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        2    0.000    0.000    0.000    0.000 client.py:213(_read_headers)
        4    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
       46    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        4    0.000    0.000    0.000    0.000 parse.py:520(urlunsplit)
       10    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:297(_put_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:82(__init__)
        1    0.000    0.000    0.000    0.000 ssltransport.py:23(SSLTransport)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      129    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
       14    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        4    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        4    0.000    0.000    0.000    0.000 connectionpool.py:349(_get_timeout)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
       58    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
       14    0.000    0.000    0.000    0.000 _collections.py:259(__getitem__)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
        1    0.000    0.000    0.000    0.000 request.py:39(_TYPE_FAILEDTELL)
        7    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
       31    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 linalg.py:55(SVDResult)
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
       61    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        4    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
       78    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
        6    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
        3    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
       78    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        7    0.000    0.000    0.000    0.000 getlimits.py:685(__init__)
       33    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 parse.py:931(quote_from_bytes)
       10    0.000    0.000    0.000    0.000 argparse.py:1621(_pop_action_class)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
        1    0.000    0.000    0.000    0.000 functools.py:651(cache)
        1    0.000    0.000    0.000    0.000 pathlib.py:824(Path)
        9    0.000    0.000    0.000    0.000 argparse.py:951(__init__)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       10    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
       45    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1510(setLevel)
        4    0.000    0.000    0.000    0.000 _collections.py:143(clear)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        2    0.000    0.000    0.000    0.000 parse.py:338(geturl)
      196    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
        5    0.000    0.000    0.000    0.000 _collections.py:84(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 connection.py:83(HTTPConnection)
        7    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.000    0.000 runners.py:48(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        2    0.000    0.000    0.000    0.000 response.py:643(_init_length)
       15    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        4    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__setitem__)
        6    0.000    0.000    0.000    0.000 _collections.py:302(add)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 response.py:253(get)
        8    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1176(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        2    0.000    0.000    0.000    0.000 request.py:189(body_to_chunks)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        2    0.000    0.000    0.000    0.000 timeout.py:176(from_float)
        8    0.000    0.000    0.000    0.000 message.py:529(get_all)
       18    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 events.py:652(BaseDefaultEventLoopPolicy)
        2    0.000    0.000    0.000    0.000 utils.py:538(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 _collections.py:206(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 events.py:816(set_event_loop)
        4    0.000    0.000    0.000    0.000 timeout.py:192(clone)
       22    0.000    0.000    0.000    0.000 argparse.py:1421(_registry_get)
       22    0.000    0.000    0.000    0.000 queue.py:254(_get)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       19    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 __init__.py:1465(_clear_cache)
      109    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 response.py:284(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
       22    0.000    0.000    0.000    0.000 queue.py:251(_put)
       48    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fd6ac810400}
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 selectors.py:69(__getitem__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        2    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
       16    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        4    0.000    0.000    0.000    0.000 client.py:430(close)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:46(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 _collections.py:102(__setitem__)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       29    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
       30    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       18    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       22    0.000    0.000    0.000    0.000 util.py:19(to_str)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:460(BaseCookie)
       12    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        3    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        1    0.000    0.000    0.000    0.000 selectors.py:234(register)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 retry.py:39(Retry)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
       18    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        2    0.000    0.000    0.000    0.000 response.py:412(_init_decoder)
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2098(IPv6Interface)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:73(import_module)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        3    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
        1    0.000    0.000    0.000    0.000 poolmanager.py:163(PoolManager)
       38    0.000    0.000    0.000    0.000 enum.py:1292(value)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        2    0.000    0.000    0.000    0.000 sessions.py:782(get_adapter)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 pickle.py:401(_Pickler)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        2    0.000    0.000    0.000    0.000 utils.py:133(super_len)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
       16    0.000    0.000    0.000    0.000 client.py:1064(_output)
        2    0.000    0.000    0.000    0.000 events.py:36(__init__)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
       50    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
